fips,pop_2015
29165,96405
29167,31279
29169,53292
29171,4861
29173,10161
29175,25030
29177,22770
29179,6297
29181,13784
29183,385038
29185,9408
29186,17815
29187,66242
29189,1001127
29195,23035
29197,4492
29199,4814
29201,38982
29203,8279
29205,6101
29207,29734
29209,31315
29211,6369
29213,54301
29215,25662
29217,20631
29219,33479
29221,24784
29223,13416
29225,37527
29227,2044
29229,18228
29510,316257
30001,9288
30003,13277
30005,6618
30007,5715
30009,10389
30011,1147
30013,81829
30015,5767
30017,12069
30019,1748
30021,9558
30023,9108
30025,3170
30027,11285
30029,95738
30031,100334
30033,1284
30035,13622
30037,818
30039,3164
30041,16423
30043,11553
30045,1931
30047,29416
30049,66138
30051,2393
30053,19014
30055,1699
30057,7922
30059,1819
30061,4184
30063,113780
30065,4617
30067,15963
30069,480
30071,4141
30073,6084
30075,1767
30077,6793
30079,1137
30081,41131
30083,11894
30085,11405
30087,9339
30089,11286
30091,3652
30093,34488
30095,9422
30097,3619
30099,6050
30101,5076
30103,685
30105,7608
30107,2084
30109,1072
30111,156324
31001,31549
31003,6419
31005,452
31007,715
31009,477
31011,5317
31013,11327
31015,2002
31017,2982
31019,48743
31021,6535
31023,8057
31025,25398
31027,8514
31029,3987
31031,5817
31033,10138
31035,6291
31037,10707
31039,9109
31041,10835
31043,20644
31045,8965
31047,23971
31049,1911
31051,5765
31053,36505
31055,549919
31057,1774
31059,5554
31061,2979
31063,2631
31065,4832
31067,21690
31069,1916
31071,2015
31073,2025
31075,646
31077,2434
31079,61300
31081,9142
31083,3454
31085,914
31087,2886
31089,10279
31091,714
31093,6382
31095,7212
31097,5224
31099,6559
31101,8136
31103,798
31105,3715
31107,8473
31109,306500
31111,35499
31113,791
31115,606
31117,490
31119,34975
31121,7802
31123,4935
31125,3575
31127,6999
31129,4316
31131,15872
31133,2690
31135,2938
31137,9222
31139,7195
31141,32864
31143,5174
31145,10884
31147,8020
31149,1417
31151,14249
31153,175190
31155,20963
31157,36305
31159,16981
31161,5215
31163,3036
31165,1276
31167,5943
31169,5130
31171,693
31173,7073
31175,4152
31177,20277
31179,9403
31181,3591
31183,778
31185,13810
32001,24024
32003,2110330
32005,47501
32007,51849
32009,829
32011,2030
32013,17072
32015,5909
32017,5138
32019,52032
32021,4443
32023,43052
32027,6629
32029,3872
32031,444358
32033,9866
32510,54123
33001,60248
33003,47320
33005,76036
33007,32322
33009,88831
33011,406009
33013,147843
33015,302156
33017,126253
33019,43116
34001,273088
34003,938255
34005,448844
34007,510809
34009,94421
34011,155261
34013,800206
34015,291651
34017,679907
34019,125747
34021,373104
34023,838332
34025,627418
34027,498538
34029,588707
34031,510927
34033,63730
34035,333399
34037,143302
34039,557073
34041,107282
35001,674100
35003,3480
35005,65554
35006,26976
35007,12425
35009,50068
35011,1868
35013,213165
35015,57479
35017,28325
35019,4352
35021,723
35023,4433
35025,70985
35027,19276
35028,17725
35029,24281
35031,73386
35033,4613
35035,64178
35037,8423
35039,39287
35041,19064
35043,138327
35045,128125
35047,28144
35049,147276
35051,11233
35053,17076
35055,32698
35057,15482
35059,4157
35061,75580
36001,308598
36003,47372
36005,1460412
36007,196292
36009,78006
36011,78319
36013,130756
36015,87030
36017,48799
36019,81032
36021,61549
36023,48294
36025,45948
36027,295309
36029,924122
36031,38196
36033,50609
36035,53853
36037,58591
36039,47649
36041,4704
36043,62688
36045,116301
36047,2643546
36049,26836
36051,64514
36053,71718
36055,748504
36057,49556
36059,1362858
36061,1657183
36063,212540
36065,232014
36067,468233
36069,109431
36071,377544
36073,41512
36075,119899
36077,60676
36079,99473
36081,2346005
36083,159850
36085,475313
36087,325655
36089,110803
36091,226551
36093,155089
36095,31463
36097,18020
36099,34811
36101,97495
36103,1498947
36105,75136
36107,49323
36109,104283
36111,179952
36113,64448
36115,62253
36117,91359
36119,976103
36121,40957
36123,25065
37001,157389
37003,37058
37005,10869
37007,25594
37009,26727
37011,17440
37013,47389
37015,20188
37017,34211
37019,122297
37021,252149
37023,88644
37025,196315
37027,81537
37029,10289
37031,68729
37033,22851
37035,155805
37037,68418
37039,27132
37041,14284
37043,10668
37045,96868
37047,56686
37049,103015
37051,331752
37053,25135
37055,35441
37057,163690
37059,41677
37061,59093
37063,301174
37065,53770
37067,367922
37069,63659
37071,213182
37073,11533
37075,8594
37077,58252
37079,21002
37081,517722
37083,52230
37085,128205
37087,59661
37089,111975
37091,24287
37093,52802
37095,5437
37097,169564
37099,41338
37101,185357
37103,9796
37105,59476
37107,58126
37109,80504
37111,45049
37113,34113
37115,21167
37117,23230
37119,1034442
37121,15101
37123,27519
37125,94040
37127,93929
37129,219685
37131,20556
37133,193088
37135,141563
37137,12753
37139,39385
37141,57512
37143,13464
37145,39191
37147,176237
37149,20412
37151,142685
37153,45436
37155,134562
37157,91733
37159,138576
37161,66373
37163,63673
37165,35319
37167,60685
37169,46153
37171,72029
37173,14334
37175,33198
37177,4138
37179,222247
37181,44433
37183,1023859
37185,20206
37187,12293
37189,53108
37191,124454
37193,68320
37195,81393
37197,37659
37199,17559
38001,2393
38003,11023
38005,6815
38007,948
38009,6729
38011,3280
38013,2343
38015,93156
38017,170923
38019,3816
38021,5052
38023,2454
38025,4577
38027,2302
38029,3405
38031,3330
38033,1879
38035,70361
38037,2398
38039,2286
38041,2655
38043,2446
38045,4134
38047,1929
38049,5976
38051,2715
38053,12795
38055,9669
38057,8786
38059,30190
38061,10307
38063,2926
38065,1863
38067,7037
38069,4270
38071,11646
38073,5450
38075,2549
38077,16319
38079,14687
38081,3866
38083,1310
38085,4374
38087,782
38089,31850
38091,1916
38093,21005
38095,2249
38097,7989
38099,10872
38101,71430
38103,4096
38105,35301
39001,27914
39003,104093
39005,53224
39007,98396
39009,65793
39011,45749
39013,68943
39015,43703
39017,375569
39019,27716
39021,38941
39023,135624
39025,201867
39027,41822
39029,104632
39031,36579
39033,42277
39035,1257957
39037,51956
39039,38276
39041,193179
39043,75310
39045,151197
39047,28583
39049,1253674
39051,42283
39053,30083
39055,93895
39057,164047
39059,39385
39061,808405
39063,75493
39065,31613
39067,15393
39069,27472
39071,42939
39073,28491
39075,43868
39077,58277
39079,32564
39081,67471
39083,60916
39085,229571
39087,60921
39089,170425
39091,45260
39093,305291
39095,433315
39097,44095
39099,231764
39101,65379
39103,176128
39105,23187
39107,40706
39109,103953
39111,14266
39113,531293
39115,14746
39117,34950
39119,86119
39121,14456
39123,40758
39125,18955
39127,35958
39129,56975
39131,28245
39133,162260
39135,41266
39137,34011
39139,121641
39141,77068
39143,59454
39145,76805
39147,55569
39149,48967
39151,374719
39153,541270
39155,203336
39157,92673
39159,54254
39161,28289
39163,13082
39165,223735
39167,60952
39169,116055
39171,36997
39173,129183
39175,22156
40001,22109
40003,5901
40005,13875
40007,5435
40009,23563
40011,9739
40013,44971
40015,29418
40017,133118
40019,48500
40021,48312
40023,14983
40025,2202
40027,273549
40029,5592
40031,123487
40033,5993
40035,14708
40037,70717
40039,29418
40041,41632
40043,4961
40045,4215
40047,63163
40049,27888
40051,54581
40053,4483
40055,6029
40057,2758
40059,3842
40061,12694
40063,13574
40065,25404
40067,6265
40069,10968
40071,45282
40073,15553
40075,9103
40077,10599
40079,49766
40081,34930
40083,45334
40085,9794
40087,37963
40089,33074
40091,19808
40093,7745
40095,16254
40097,40878
40099,13835
40101,69317
40103,11526
40105,10504
40107,12103
40109,776643
40111,39075
40113,47330
40115,31805
40117,16442
40119,80726
40121,44701
40123,38331
40125,71460
40127,11142
40129,3774
40131,90049
40133,25394
40135,41363
40137,44574
40139,21379
40141,7578
40143,639892
40145,76703
40147,51968
40149,11751
40151,9283
40153,21575
41001,15867
41003,88106
41005,399825
41007,37783
41009,49648
41011,62662
41013,21469
41015,22283
41017,174288
41019,107152
41021,1867
41023,7209
41025,7147
41027,22955
41029,211868
41031,22582
41033,84422
41035,65777
41037,7759
41039,361721
41041,47051
41043,120210
41045,30204
41047,329335
41049,11117
41051,790305
41053,78991
41055,1694
41057,25616
41059,76481
41061,25676
41063,6810
41065,25500
41067,572414
41069,1326
41071,101417
42001,101637
42003,1230052
42005,66638
42007,168526
42009,48789
42011,415261
42013,124818
42015,61539
42017,626209
42019,185891
42021,135854
42023,4765
42025,63758
42027,160553
42029,515226
42031,38821
42033,80651
42035,39367
42037,66688
42039,86701
42041,246244
42043,273176
42045,563705
42047,30788
42049,278111
42051,133290
42053,7357
42055,152903
42057,14621
42059,37336
42061,45640
42063,86867
42065,44240
42067,24376
42069,211781
42071,536534
42073,88317
42075,137540
42077,360505
42079,318013
42081,115580
42083,42247
42085,113746
42087,46427
42089,166835
42091,817869
42093,18262
42095,300466
42097,93020
42099,45881
42101,1570507
42103,55535
42105,17030
42107,143885
42109,40745
42111,75553
42113,6237
42115,41763
42117,41534
42119,45536
42121,52966
42123,40374
42125,207747
42127,51713
42129,356995
42131,27761
42133,441822
44001,49096
44003,163740
44005,83419
44007,633519
44009,126142
45001,24802
45003,165550
45005,9420
45007,193921
45009,14711
45011,21773
45013,179896
45015,202358
45017,14757
45019,389329
45021,56516
45023,32390
45025,46185
45027,33992
45029,37467
45031,67588
45033,31183
45035,153374
45037,26709
45039,22878
45041,138719
45043,61310
45045,490816
45047,69907
45049,20031
45051,309205
45053,27605
45055,63626
45057,86255
45059,66434
45061,17811
45063,281582
45065,9662
45067,31747
45069,27579
45071,37841
45073,75812
45075,89115
45077,121336
45079,406101
45081,20203
45083,296801
45085,107276
45087,27731
45089,32479
45091,250640
46003,2742
46005,18160
46007,3401
46009,6946
46011,33808
46013,38505
46015,5240
46017,2097
46019,10208
46021,1414
46023,9361
46025,3644
46027,13790
46029,27887
46031,4176
46033,8450
46035,19720
46037,5501
46039,4305
46041,5698
46043,2952
46045,3997
46047,6798
46049,2306
46051,7091
46053,4191
46055,1849
46057,5933
46059,3299
46061,3386
46063,1269
46065,17554
46067,7268
46069,1388
46071,3282
46073,2020
46075,918
46077,4954
46079,12340
46081,24796
46083,52993
46085,3881
46087,5468
46089,2398
46091,4766
46093,26800
46095,2026
46097,2210
46099,183880
46101,6467
46102,14364
46103,108107
46105,2975
46107,2297
46109,10211
46111,2345
46115,6457
46117,2975
46119,1406
46121,9993
46123,5420
46125,8128
46127,14872
46129,5432
46135,22682
46137,2839
47001,75459
47003,46892
47005,16192
47007,14483
47009,126832
47011,103802
47013,39687
47015,13754
47017,27953
47019,56366
47021,39571
47023,17083
47025,31517
47027,7683
47029,35068
47031,54094
47033,14578
47035,58122
47037,681285
47039,11600
47041,19274
47043,51327
47045,37782
47047,39218
47049,17860
47051,41324
47053,49196
47055,28950
47057,22851
47059,68500
47061,13334
47063,63384
47065,353748
47067,6579
47069,25783
47071,25741
47073,56242
47075,17973
47077,27964
47079,32145
47081,24366
47083,8122
47085,18146
47087,11523
47089,52987
47091,17835
47093,451321
47095,7574
47097,26940
47099,42449
47101,11883
47103,33554
47105,50852
47107,52439
47109,25860
47111,23120
47113,97523
47115,28376
47117,31543
47119,87390
47121,11785
47123,45693
47125,192542
47127,6256
47129,21487
47131,30559
47133,22067
47135,7848
47137,5126
47139,16763
47141,75098
47143,32320
47145,52748
47147,68429
47149,297920
47151,21881
47153,14631
47155,95502
47157,937885
47159,19228
47161,13198
47163,156318
47165,175193
47167,61525
47169,8040
47171,17779
47173,19161
47175,5692
47177,40206
47179,126072
47181,16677
47183,33846
47185,26362
47187,211456
47189,128434
48001,57641
48003,18092
48005,87901
48007,24834
48009,8755
48011,1902
48013,48349
48015,29447
48017,7199
48019,21146
48021,80198
48023,3649
48025,32609
48027,336094
48029,1894811
48031,11038
48033,656
48035,17863
48037,93400
48039,345738
48041,215891
48043,9132
48045,1513
48047,7238
48049,37709
48051,17559
48053,44781
48055,40377
48057,21881
48059,13580
48061,419579
48063,12663
48065,6007
48067,30143
48069,7801
48071,39059
48073,51573
48075,7040
48077,10353
48079,2961
48081,3225
48083,8315
48085,914578
48087,3010
48089,20910
48091,128653
48093,13368
48095,4140
48097,39063
48099,76231
48101,1438
48103,5007
48105,3732
48107,5916
48109,2251
48111,7264
48113,2554233
48115,12984
48117,18802
48119,5157
48121,779572
48123,20630
48125,2202
48127,10981
48129,3396
48131,11343
48133,18161
48135,159835
48137,1910
48139,163285
48141,832890
48143,41221
48145,17230
48147,33476
48149,24967
48151,3871
48153,5846
48155,1228
48157,713881
48159,10593
48161,19712
48163,19260
48165,20213
48167,321305
48169,6369
48171,25959
48173,1369
48175,7510
48177,20538
48179,23245
48181,125549
48183,123851
48185,27330
48187,150585
48189,34099
48191,3092
48193,8070
48195,5609
48197,3912
48199,55758
48201,4551362
48203,66760
48205,5674
48207,5817
48209,194497
48211,4292
48213,79447
48215,840113
48217,34845
48219,23315
48221,55330
48223,35959
48225,22736
48227,37134
48229,3436
48231,89674
48233,21781
48235,1543
48237,8839
48239,14792
48241,35250
48243,2204
48245,254889
48247,5284
48249,41469
48251,159390
48253,19983
48255,15247
48257,114161
48259,39968
48261,433
48263,747
48265,50753
48267,4392
48269,284
48271,3593
48273,31398
48275,3792
48277,49367
48279,13269
48281,20416
48283,7644
48285,19916
48287,16883
48289,17031
48291,79542
48293,23441
48295,3557
48297,12158
48299,20057
48301,119
48303,298463
48305,5746
48307,8253
48309,245368
48311,829
48313,13936
48315,10127
48317,5676
48319,4043
48321,36762
48323,57658
48325,48380
48327,2131
48329,162012
48331,24380
48333,4887
48335,8856
48337,19280
48339,535214
48341,21880
48343,12391
48345,1146
48347,65464
48349,48170
48351,14169
48353,15041
48355,360437
48357,10697
48359,2064
48361,83928
48363,27956
48365,23660
48367,125568
48369,9800
48371,16017
48373,46614
48375,121129
48377,7054
48379,11129
48381,130406
48383,3809
48385,3297
48387,12363
48389,14906
48391,7320
48393,910
48395,16688
48397,90121
48399,10356
48401,52930
48403,10447
48405,8340
48407,27361
48409,67084
48411,5917
48413,3193
48415,17588
48417,3345
48419,25503
48421,3060
48423,222410
48425,8613
48427,63512
48429,9383
48431,1331
48433,1399
48435,3896
48437,7481
48439,1983642
48441,135915
48443,864
48445,12755
48447,1559
48449,32720
48451,117598
48453,1178292
48455,14507
48457,21364
48459,40381
48461,3650
48463,26925
48465,48906
48467,53410
48469,92082
48471,70718
48473,48639
48475,11639
48477,34869
48479,269795
48481,41379
48483,5668
48485,130871
48487,13049
48489,21882
48491,507420
48493,47162
48495,7995
48497,62864
48499,43220
48501,8623
48503,18146
48505,14516
48507,12296
49001,6344
49003,51821
49005,119748
49007,20366
49009,1106
49011,334834
49013,20766
49015,10356
49017,4978
49019,9547
49021,48139
49023,10545
49025,7046
49027,12628
49029,11030
49031,1492
49033,2298
49035,1104372
49037,15238
49039,28686
49041,20857
49043,39599
49045,62641
49047,37776
49049,573038
49051,29273
49053,154731
49055,2684
49057,242978
50001,36808
50003,36088
50005,30634
50007,161010
50009,6195
50011,48933
50013,6869
50015,25195
50017,28885
50019,27008
50021,59566
50023,58617
50025,43219
50027,55428
51001,32911
51003,105218
51005,15429
51007,12784
51009,31638
51011,15468
51013,228969
51015,74301
51017,4460
51019,77562
51021,6535
51023,33340
51025,16502
51027,22687
51029,17022
51031,55258
51033,29898
51035,29822
51036,7038
51037,12176
51041,335251
51043,14255
51045,5139
51047,49513
51049,9746
51051,15206
51053,27849
51057,11078
51059,1142197
51061,68445
51063,15547
51065,26122
51067,56231
51069,83512
51071,16773
51073,36999
51075,22159
51077,15953
51079,19190
51081,11731
51083,35070
51085,103045
51087,324732
51089,51936
51091,2196
51093,36171
51095,72838
51097,7082
51099,25395
51101,16281
51103,10836
51105,24547
51107,374697
51109,34618
51111,12330
51113,13034
51115,8849
51117,30951
51119,10678
51121,97485
51125,14790
51127,20382
51131,12084
51133,12247
51135,15604
51137,35209
51139,23649
51141,17946
51143,61987
51145,28045
51147,23100
51149,38168
51153,451247
51155,34340
51157,7384
51159,8795
51161,93296
51163,22376
51165,78450
51167,27826
51169,22256
51171,42864
51173,31413
51175,18129
51177,130032
51179,140891
51181,6670
51183,11689
51185,42898
51187,38891
51191,54308
51193,17553
51195,39540
51197,29101
51199,67821
51510,154132
51520,17058
51530,6543
51540,46476
51550,235192
51570,17496
51580,5655
51590,41910
51595,5529
51600,23404
51610,13881
51620,8329
51630,27985
51640,6806
51650,136296
51660,52869
51670,22233
51678,7117
51680,79146
51683,41542
51685,16026
51690,13282
51700,181083
51710,246352
51720,4027
51730,32034
51735,12013
51740,96241
51750,17319
51760,220943
51770,99823
51775,25449
51790,24192
51800,88103
51810,450864
51820,21502
51830,14866
51840,27383
53001,19201
53003,22133
53005,190170
53007,75168
53009,73133
53011,457195
53013,3966
53015,103020
53017,40494
53019,7521
53021,88810
53023,2231
53025,93380
53027,71065
53029,79999
53031,30350
53033,2117696
53035,259175
53037,43091
53039,21008
53041,75419
53043,10286
53045,60984
53047,41334
53049,20855
53051,13064
53053,841466
53055,16187
53057,121414
53059,11377
53061,769444
53063,488899
53065,43596
53067,268148
53069,4017
53071,59889
53073,211713
53075,47914
53077,248006
54001,16970
54003,111497
54005,23241
54007,14366
54009,23200
54011,96462
54013,7465
54015,8876
54017,8696
54019,44687
54021,8287
54023,11666
54025,35541
54027,23318
54029,29950
54031,13764
54033,68514
54035,29164
54037,55911
54039,188119
54041,16422
54043,21292
54045,34419
54047,19704
54049,56690
54051,32184
54053,27047
54055,61038
54057,27366
54059,25278
54061,103940
54063,13574
54065,17433
54067,25510
54069,42950
54071,7103
54073,7503
54075,8571
54077,33805
54079,56606
54081,77335
54083,29165
54085,10086
54087,14372
54089,13130
54091,16923
54093,7087
54095,8935
54097,24695
54099,41187
54101,8648
54103,15793
54105,5805
54107,86304
54109,22173
55001,20032
55003,15805
55005,45368
55007,14980
55009,257875
55011,13265
55013,15130
55015,49834
55017,63423
55019,34390
55021,56646
55023,16328
55025,522074
55027,87865
55029,27307
55031,43475
55033,44219
55035,102032
55037,4346
55039,101916
55041,8999
55043,52057
55045,36922
55047,18703
55049,23572
55051,5719
55053,20520
55055,84525
55057,26301
55059,167882
55061,20336
55063,117669
55065,16800
55067,19038
55069,27863
55071,79457
55073,135394
55075,40639
55077,15119
55078,4510
55079,958859
55081,45276
55083,37476
55085,35293
55087,183297
55089,87801
55091,7240
55093,41020
55095,43233
55097,70309
55099,13580
55101,194763
55103,17547
55105,161059
55107,14109
55109,87157
55111,63292
55113,16297
55115,41053
55117,115261
55119,20297
55121,29504
55123,30313
55125,21415
55127,102592
55129,15512
55131,133874
55133,395842
55135,51684
55137,23981
55139,169157
55141,73316
56001,38036
56003,11956
56005,49293
56007,15645
56009,14312
56011,7432
56013,40237
56015,13566
56017,4717
56019,8616
56021,97005
56023,18736
56025,82134
56027,2496
56029,29110
56031,8797
56033,29940
56035,10056
56037,44732
56039,23029
56041,20780
56043,8296
56045,7181
